Voltage (V),Current (A),Temperature (°C),Vibration (mm/s),Label
271.52,42.93,102.75,20.28,high
415.18,17.81,46.4,0.29,normal
418.38,12.24,48.68,9.05,low
405.87,17.48,65.51,5.11,low
381.6,18.98,53.1,2.18,normal
478.33,45.17,119.97,26.73,high
395.22,15.14,35.09,2.16,normal
376.91,12.54,65.54,1.44,low
407.86,16.33,51.87,3.39,normal
383.68,29.35,75.2,12.08,moderate
323.92,48.68,106.14,20.79,high
411.7,14.62,40.17,2.89,normal
399.3,10.05,37.15,2.33,normal
348.6,18.47,75.27,17.18,moderate
377.83,18.48,56.11,6.55,low
404.72,25.28,78.16,16.44,moderate
382.64,8.01,58.52,7.26,low
343.26,31.13,47.17,10.8,moderate
406.99,28.56,87.23,10.73,moderate
475.1,47.89,119.24,26.97,high
349.37,29.82,44.77,2.67,moderate
413.69,10.18,47.36,4.78,normal
383.39,14.62,44.14,4.27,normal
408.54,8.5,53.37,4.25,low
414.01,18.79,83.03,16.71,moderate
479.15,1.31,90.18,24.3,high
399.28,25.02,37.37,14.91,moderate
409.08,14.8,33.46,2.77,normal
416.16,7.35,60.76,2.31,low
385.14,12.3,60.82,3.56,low
392.58,10.37,41.99,2.28,normal
365.1,14.74,42.82,3.25,low
393.66,5.21,64.24,4.26,low
390.89,11.09,33.17,2.95,normal
357.33,34.82,56.07,18.27,moderate
403.81,30.99,74.38,15.7,moderate
382.12,27.47,87.45,11.93,moderate
399.25,6.52,34.04,3.2,low
403.4,13.89,49.96,2.71,normal
398.96,13.1,59.43,3.07,normal
329.98,0.9,90.84,25.9,high
406.99,31.61,70.95,2.03,moderate
477.08,0.48,94.11,28.12,high
393.6,8.1,66.55,0.73,low
390.15,14.1,31.82,5.79,low
410.4,19.9,57.9,3.82,normal
346.04,14.46,84.31,0.9,moderate
366.15,6.18,35.46,4.02,low
384.07,16.62,55.8,2.08,normal
397.56,19.64,40.37,1.71,normal
414.16,15.67,88.9,12.26,moderate
408.59,31.22,86.53,15.7,moderate
467.7,37.53,116.28,28.26,high
260.78,39.97,118.62,23.69,high
419.11,18.65,59.64,4.69,normal
464.65,1.57,103.47,27.93,high
385.91,8.5,66.14,2.1,low
325.27,41.55,103.1,27.1,high
467.25,2.0,98.56,23.26,high
300.52,0.92,104.33,28.43,high
406.71,6.07,42.12,8.53,low
409.6,13.96,56.17,4.14,normal
373.33,15.67,65.96,0.8,low
400.63,17.26,58.07,2.36,normal
209.91,42.53,105.77,23.98,high
414.36,14.87,47.31,1.65,normal
393.65,16.72,58.96,4.34,normal
382.66,6.4,39.99,7.9,low
222.79,1.05,96.92,24.04,high
370.36,7.28,31.85,1.84,low
417.4,19.88,32.03,3.53,normal
418.19,17.62,47.14,2.23,normal
377.9,7.17,34.94,1.08,low
385.02,30.25,84.7,18.26,moderate
351.57,27.3,86.96,4.33,moderate
348.43,16.04,76.12,1.86,moderate
242.84,1.38,115.9,22.88,high
360.46,9.08,41.82,2.17,low
408.86,9.97,46.36,7.65,low
469.09,40.0,114.81,22.8,high
361.94,13.08,43.29,1.9,low
363.49,17.72,58.46,4.54,low
341.09,17.56,55.36,13.51,moderate
389.55,10.14,64.9,4.12,low
388.19,32.45,83.67,12.58,moderate
325.34,1.76,107.93,23.67,high
366.18,18.81,62.82,4.88,low
220.28,38.98,108.54,24.58,high
347.41,34.68,81.39,1.7,moderate
402.34,18.79,51.91,5.7,low
407.47,25.46,36.76,16.25,moderate
295.4,46.47,97.72,28.83,high
370.08,9.6,56.57,1.72,low
394.88,8.86,50.4,4.15,low
470.56,38.15,102.63,21.78,high
407.21,14.45,59.88,2.53,normal
288.82,49.56,104.54,28.96,high
417.04,31.97,48.31,16.81,moderate
413.46,15.04,50.98,2.99,normal
406.62,14.88,38.52,1.85,normal
346.16,33.4,89.84,3.91,moderate
372.93,18.9,47.33,4.32,low
354.97,15.54,76.43,4.76,moderate
470.6,43.33,93.38,25.35,high
359.33,34.19,43.95,1.08,moderate
404.21,5.67,65.08,2.01,low
383.83,13.64,42.66,5.33,low
385.58,15.44,58.0,4.04,normal
407.84,19.92,51.7,2.15,normal
475.38,1.53,95.4,29.25,high
346.29,14.87,32.08,19.22,moderate
311.23,40.14,111.22,21.0,high
382.32,19.83,37.01,2.78,normal
404.89,28.65,55.46,13.07,moderate
336.6,1.71,97.74,24.89,high
344.18,25.35,43.09,19.81,moderate
411.05,14.98,48.51,2.65,normal
406.31,17.54,57.26,3.58,normal
396.55,6.27,60.25,3.24,low
216.08,40.32,117.48,27.45,high
226.83,0.15,90.68,20.42,high
273.24,0.46,119.0,23.73,high
407.88,11.9,59.07,4.85,normal
404.48,13.21,62.5,2.02,low
233.75,46.11,109.79,22.31,high
390.63,14.25,35.21,4.2,normal
412.75,29.11,85.31,13.02,moderate
473.0,39.83,109.08,25.88,high
347.09,19.0,73.17,4.99,moderate
418.75,18.84,47.85,2.01,normal
389.27,5.31,53.25,3.67,low
260.1,0.43,96.02,26.8,high
344.6,25.24,39.72,1.21,moderate
407.73,18.27,40.49,2.57,normal
381.68,15.52,40.79,2.02,normal
403.01,17.73,32.19,3.93,normal
382.5,10.94,39.26,1.98,normal
409.1,9.1,66.5,4.86,low
394.52,13.68,67.52,0.76,low
383.88,33.35,42.43,16.5,moderate
411.2,17.56,43.42,3.56,normal
363.98,15.68,59.49,9.64,low
414.43,14.62,32.38,8.28,low
276.2,47.47,95.33,27.49,high
353.79,28.89,79.34,4.75,moderate
395.3,6.14,49.28,4.11,low
355.51,16.57,73.4,12.22,moderate
311.31,49.95,118.63,29.63,high
390.74,8.51,64.16,2.48,low
340.12,34.14,48.81,3.18,moderate
357.69,30.13,32.77,0.14,moderate
396.35,14.12,34.75,3.36,normal
418.43,9.53,47.23,7.84,low
352.03,12.36,88.25,13.37,moderate
356.97,30.27,52.49,10.53,moderate
390.21,10.76,60.7,2.4,low
464.13,35.78,104.64,27.79,high
416.24,12.22,30.49,0.88,normal
355.45,14.44,88.77,13.66,moderate
382.03,19.87,34.4,0.01,normal
409.69,13.23,35.59,1.04,normal
383.55,13.86,41.11,4.64,normal
396.77,25.14,81.99,17.75,moderate
404.39,8.52,60.34,1.29,low
399.84,27.91,81.11,0.56,moderate
349.24,34.37,58.48,0.96,moderate
346.92,18.64,89.49,14.81,moderate
418.38,11.06,49.19,3.48,normal
460.26,44.35,114.29,26.01,high
379.36,19.56,61.86,1.91,low
347.19,10.81,48.69,13.71,moderate
398.93,15.88,61.51,6.31,low
372.44,17.35,57.79,7.38,low
392.75,10.69,48.87,0.47,normal
471.54,38.93,98.23,26.71,high
342.87,18.68,70.92,17.24,moderate
352.09,29.08,39.69,14.31,moderate
418.65,6.25,59.4,2.77,low
410.37,10.11,48.98,3.71,normal
467.7,0.28,92.79,20.39,high
465.79,0.27,97.79,23.85,high
410.48,16.64,49.54,3.49,normal
392.46,9.93,35.8,4.86,low
380.94,16.07,60.68,5.96,low
366.92,18.79,53.33,4.14,low
402.25,13.53,36.98,4.79,normal
393.19,11.49,43.07,0.73,normal
389.28,16.49,38.39,6.88,low
376.14,14.62,55.69,1.03,low
264.84,0.45,96.23,21.33,high
465.39,35.4,107.27,29.31,high
409.2,8.19,30.29,8.61,low
379.36,18.92,36.33,0.16,low
370.83,15.84,30.87,3.27,low
389.75,17.99,40.98,3.36,normal
313.99,1.21,94.85,29.16,high
408.7,16.57,45.36,3.89,normal
341.92,27.78,45.62,2.77,moderate
340.94,25.9,45.27,13.43,moderate
392.39,14.54,67.31,9.05,low
406.54,13.65,42.67,2.16,normal
413.72,30.8,84.91,19.31,moderate
342.92,12.53,89.91,0.13,moderate
383.33,10.04,49.92,4.03,normal
347.77,16.13,70.32,15.31,moderate
351.42,32.49,41.54,14.52,moderate
417.36,12.09,61.43,5.59,low
201.19,0.53,102.07,22.78,high
382.79,32.13,54.74,19.05,moderate
372.4,5.27,32.56,1.11,low
399.81,18.44,39.63,2.11,normal
469.23,1.88,118.34,28.45,high
396.86,16.13,40.92,6.93,low
385.99,10.92,41.13,5.61,low
346.28,10.3,71.32,12.57,moderate
392.33,8.78,52.15,0.39,low
410.02,15.1,39.15,0.85,normal
419.09,33.52,50.93,12.93,moderate
200.98,0.76,114.63,26.06,high
475.76,1.11,103.09,21.11,high
399.89,13.89,67.15,1.35,low
417.36,14.87,55.27,3.36,normal
336.25,46.05,111.49,27.95,high
362.79,14.63,65.08,0.11,low
352.04,30.21,33.85,15.12,moderate
464.77,47.93,90.46,22.29,high
401.99,19.11,56.03,2.16,normal
358.74,18.35,38.42,18.16,moderate
295.46,1.84,106.87,26.79,high
392.81,30.77,86.57,1.07,moderate
475.6,0.48,96.13,27.04,high
357.29,32.14,82.55,1.7,moderate
418.02,13.09,45.26,0.27,normal
327.77,0.24,101.93,22.85,high
403.84,11.95,62.91,4.2,low
350.24,30.77,49.29,16.58,moderate
358.32,29.71,40.33,12.03,moderate
388.23,14.1,40.42,3.14,normal
465.06,42.48,97.91,26.07,high
464.24,39.53,111.32,25.35,high
209.66,49.0,107.05,24.49,high
284.14,1.08,103.96,25.98,high
363.74,10.65,64.19,4.42,low
467.34,1.62,106.11,22.7,high
410.57,18.53,44.44,1.98,normal
352.85,18.65,79.87,2.49,moderate
376.13,16.9,67.35,4.58,low
388.04,19.04,57.02,3.52,normal
349.85,25.65,46.74,3.35,moderate
407.71,10.51,69.36,6.08,low
411.26,29.72,74.76,11.76,moderate
403.26,17.53,53.06,4.42,normal
389.72,14.65,51.0,1.43,normal
473.69,48.76,106.99,24.44,high
469.46,37.13,98.28,21.94,high
399.51,17.81,53.84,8.06,low
382.01,10.3,57.34,0.81,normal
400.29,19.71,56.28,2.59,normal
357.44,30.42,75.87,2.18,moderate
400.26,17.87,58.73,2.25,normal
476.39,1.91,96.87,29.88,high
385.12,34.95,74.4,16.24,moderate
354.61,30.98,38.1,13.46,moderate
398.82,5.17,59.67,3.24,low
463.76,39.0,116.02,21.85,high
391.71,11.7,34.18,2.87,normal
344.0,18.34,35.0,14.54,moderate
386.35,5.97,42.65,2.41,low
385.82,5.63,65.43,0.66,low
411.26,12.22,58.98,2.98,normal
389.14,19.19,35.51,2.25,normal
472.31,0.81,100.58,28.54,high
413.9,8.92,54.82,2.63,low
395.83,18.82,44.49,3.48,normal
405.89,18.09,37.58,1.75,normal
385.76,18.0,82.85,15.79,moderate
415.21,13.81,59.02,6.96,low
295.3,0.71,94.01,29.82,high
382.44,12.18,58.93,1.78,normal
274.46,0.55,119.75,29.59,high
320.14,0.43,101.01,24.9,high
359.71,17.11,70.86,4.58,moderate
415.03,26.87,80.26,12.26,moderate
461.9,42.31,98.5,25.24,high
352.96,18.9,45.93,16.27,moderate
474.02,42.74,110.63,27.51,high
388.64,33.58,82.18,0.28,moderate
406.43,17.67,41.44,0.42,normal
344.17,19.53,70.05,0.64,moderate
408.34,18.8,52.6,7.23,low
388.65,17.3,61.68,0.14,low
341.4,34.6,78.94,4.64,moderate
341.18,13.78,87.18,4.43,moderate
471.08,41.4,95.56,29.39,high
418.51,14.85,83.56,12.61,moderate
403.74,12.55,38.12,1.69,normal
415.66,9.14,65.21,4.57,low
411.19,14.82,46.13,4.82,normal
214.47,0.75,112.46,22.97,high
353.52,27.09,50.22,4.98,moderate
359.72,34.34,83.63,3.06,moderate
462.84,0.88,108.47,22.98,high
473.23,40.77,108.62,29.99,high
464.7,46.99,108.51,23.4,high
406.96,12.23,41.38,1.74,normal
413.5,15.85,35.71,2.62,normal
351.69,30.51,50.58,17.49,moderate
394.88,15.84,47.87,2.02,normal
467.17,45.02,98.95,29.75,high
408.67,25.54,77.78,10.99,moderate
382.75,14.76,44.15,3.32,normal
385.74,31.44,84.22,13.46,moderate
353.46,17.24,39.38,16.56,moderate
387.71,16.86,33.18,4.82,normal
462.83,0.94,111.34,20.49,high
469.33,47.87,95.63,26.88,high
406.55,34.85,31.32,15.22,moderate
408.23,13.24,58.81,3.21,normal
325.89,0.89,106.69,22.26,high
380.44,10.26,65.94,2.76,low
410.33,10.42,36.17,1.98,normal
383.46,17.47,44.44,2.1,normal
466.71,48.76,92.91,20.81,high
393.51,9.07,69.89,1.57,low
475.84,41.92,115.68,29.6,high
473.8,1.6,105.86,21.49,high
383.77,15.9,58.83,4.79,normal
313.73,0.14,116.62,22.52,high
381.52,6.53,46.41,7.71,low
340.41,29.4,52.76,4.47,moderate
394.53,13.54,44.54,3.84,normal
348.98,29.84,75.48,4.17,moderate
327.35,0.82,110.37,28.42,high
365.38,7.3,37.33,0.67,low
390.1,27.35,80.32,1.38,moderate
399.92,26.16,72.18,10.36,moderate
390.12,15.85,41.18,0.56,normal
394.45,10.87,53.49,2.04,normal
374.76,7.49,31.94,1.38,low
407.31,18.46,67.02,2.2,low
359.28,28.78,42.66,11.24,moderate
346.02,31.6,88.54,3.69,moderate
396.31,19.27,60.06,4.48,low
387.31,31.72,56.49,13.2,moderate
380.46,18.56,31.91,2.43,normal
402.45,16.27,40.01,0.64,normal
351.29,15.19,89.19,12.52,moderate
475.02,1.65,96.86,21.62,high
403.62,15.37,32.24,4.06,normal
206.33,0.06,113.34,25.25,high
416.79,25.38,80.53,11.33,moderate
361.29,16.85,55.58,0.33,low
233.78,45.24,97.81,27.62,high
414.3,18.5,37.16,2.99,normal
408.32,8.48,39.47,8.59,low
342.69,17.44,73.88,1.71,moderate
400.93,16.93,40.26,3.01,normal
413.8,5.47,45.36,7.33,low
391.86,32.67,75.14,16.95,moderate
417.06,10.29,38.33,9.56,low
475.75,44.12,96.13,21.31,high
415.77,9.41,52.27,7.9,low
377.7,15.0,40.41,5.83,low
419.43,18.77,32.61,9.76,low
356.62,26.21,33.83,14.81,moderate
308.39,0.75,112.91,25.2,high
299.7,1.99,117.9,20.96,high
209.35,40.31,111.21,27.33,high
407.86,14.67,43.25,4.02,normal
462.31,37.91,117.17,25.4,high
464.35,40.37,106.43,21.79,high
475.01,39.51,112.03,28.86,high
359.86,31.11,48.25,10.09,moderate
467.83,0.96,111.59,24.46,high
345.56,28.4,38.54,16.17,moderate
389.15,8.82,62.79,4.9,low
401.95,19.53,32.67,0.62,normal
277.91,42.47,93.6,22.12,high
340.23,30.06,89.33,1.2,moderate
406.81,14.27,30.17,4.04,normal
401.79,11.6,62.11,9.1,low
328.03,0.04,97.28,27.76,high
469.0,37.23,102.64,25.98,high
279.29,1.53,95.36,28.45,high
350.49,10.6,51.97,15.9,moderate
389.24,29.27,73.22,15.6,moderate
383.05,19.0,30.85,2.97,normal
416.49,12.14,43.24,2.14,normal
412.72,28.53,78.25,11.96,moderate
401.52,15.72,49.74,1.15,normal
410.63,34.47,89.46,0.42,moderate
404.46,16.67,86.8,11.41,moderate
352.55,17.64,52.88,15.89,moderate
352.91,15.37,37.45,17.4,moderate
472.03,0.3,101.2,24.54,high
393.95,11.77,30.82,4.32,normal
210.26,1.66,107.78,24.11,high
366.43,19.17,69.06,0.88,low
378.15,11.2,66.4,3.39,low
414.96,13.63,74.21,12.17,moderate
390.59,11.68,38.01,1.34,normal
325.32,1.23,100.08,27.47,high
400.91,17.49,57.23,1.95,normal
345.34,26.06,51.91,10.27,moderate
214.28,37.38,97.44,21.39,high
417.34,19.71,56.23,3.84,normal
419.77,34.69,41.76,16.77,moderate
403.27,28.13,52.13,12.58,moderate
476.68,0.92,100.55,23.5,high
479.45,36.38,119.9,27.15,high
403.06,18.82,33.77,0.53,normal
396.04,13.74,46.64,4.87,normal
391.74,12.79,51.95,2.2,normal
416.65,19.96,47.34,2.65,normal
361.05,10.08,41.06,5.56,low
383.11,16.65,39.37,1.04,normal
323.09,1.9,91.96,28.27,high
352.97,11.59,88.02,1.9,moderate
387.44,11.59,48.87,2.63,normal
347.52,30.72,42.6,0.3,moderate
395.84,10.03,50.38,0.92,normal
394.72,16.16,42.85,4.61,normal
394.69,28.12,42.34,18.67,moderate
342.32,32.54,34.76,13.69,moderate
355.62,30.4,55.62,0.81,moderate
363.17,10.01,45.42,2.33,low
468.76,49.23,107.36,24.01,high
460.32,43.52,108.9,28.53,high
362.83,19.26,47.11,1.13,low
463.23,0.66,105.47,26.5,high
344.92,29.18,56.13,10.74,moderate
372.21,15.47,34.77,2.87,low
349.26,18.4,87.81,15.14,moderate
386.9,19.51,36.35,1.61,normal
377.22,10.5,64.26,3.67,low
402.0,34.3,87.74,14.35,moderate
399.9,10.91,33.07,4.63,normal
367.06,11.75,69.19,4.98,low
478.04,0.06,110.45,21.1,high
475.65,35.78,103.88,24.32,high
375.58,16.16,65.59,2.83,low
413.26,25.06,79.66,12.3,moderate
352.69,26.09,49.24,17.99,moderate
379.11,9.87,50.01,1.26,low
465.82,45.87,115.18,28.13,high
252.08,0.61,116.52,24.08,high
415.08,7.01,50.05,6.98,low
359.41,34.73,48.79,18.99,moderate
412.52,19.52,43.48,0.22,normal
385.1,26.48,79.56,3.43,moderate
345.03,17.23,37.54,11.82,moderate
201.83,1.0,114.6,22.91,high
380.89,5.83,64.95,1.61,low
407.12,25.72,84.45,13.12,moderate
390.09,5.56,40.75,2.25,low
385.2,11.35,42.38,2.93,normal
344.37,33.76,31.58,14.99,moderate
470.18,42.46,109.24,21.81,high
385.91,15.82,30.54,3.61,normal
382.16,28.0,83.98,2.14,moderate
417.61,11.08,48.1,2.99,normal
383.1,10.23,31.08,4.07,normal
237.4,0.72,117.18,23.46,high
415.82,12.3,30.85,1.46,normal
255.49,1.97,117.81,22.44,high
418.69,8.91,69.7,0.18,low
397.75,17.15,47.66,0.45,normal
393.13,34.86,49.07,12.02,moderate
349.85,29.83,37.1,13.21,moderate
261.03,43.12,117.19,22.96,high
351.45,28.19,73.75,4.27,moderate
409.54,32.24,59.74,12.22,moderate
269.79,41.08,118.58,22.9,high
391.58,19.92,32.18,1.46,normal
348.89,30.87,83.81,2.35,moderate
386.82,6.79,38.58,6.08,low
381.16,16.8,89.63,11.89,moderate
354.22,13.13,77.24,15.07,moderate
257.42,1.98,109.28,24.88,high
307.88,44.82,99.7,23.71,high
402.93,16.56,57.87,0.12,normal
350.84,32.6,44.69,2.5,moderate
389.06,17.22,55.87,9.43,low
342.02,25.53,87.89,2.2,moderate
462.82,1.79,109.3,27.33,high
355.86,18.59,51.04,17.75,moderate
393.36,30.32,80.43,10.81,moderate
415.75,14.33,55.15,3.69,normal
350.69,34.12,57.22,3.77,moderate
352.04,32.04,73.39,2.32,moderate
396.57,11.77,75.67,14.94,moderate
376.85,19.82,49.83,4.36,low
396.4,33.7,38.56,13.99,moderate
476.05,0.16,109.0,28.66,high
284.59,1.98,110.34,25.38,high
402.97,17.21,32.11,8.18,low
346.67,18.64,79.35,1.22,moderate
320.69,40.05,90.09,24.59,high
351.04,17.49,83.91,14.28,moderate
416.88,18.98,34.61,0.1,normal
400.9,13.01,56.59,9.78,low
353.08,32.53,36.5,17.24,moderate
400.36,13.3,48.72,2.48,normal
396.52,12.18,72.41,19.29,moderate
349.0,14.51,31.15,15.58,moderate
408.27,16.61,44.06,0.2,normal
387.64,10.72,56.05,2.5,normal
305.55,1.17,99.52,21.22,high
405.22,17.48,45.98,0.33,normal
389.21,16.9,51.97,0.17,normal
234.42,48.65,114.56,24.15,high
418.19,18.64,36.7,2.71,normal
369.16,17.22,56.04,7.61,low
400.65,10.41,38.73,1.68,normal
383.21,15.12,63.48,4.28,low
381.33,15.91,34.49,3.23,normal
345.11,11.77,78.89,13.01,moderate
358.79,28.0,48.7,12.44,moderate
371.61,17.51,51.2,9.15,low
464.24,1.68,90.45,24.38,high
402.42,15.64,57.78,4.68,normal
386.79,17.69,35.82,4.87,normal
378.72,15.77,39.48,4.93,low
331.95,45.65,110.36,25.97,high
416.18,10.51,66.38,6.21,low
464.35,42.71,91.26,26.9,high
355.54,25.21,34.55,4.3,moderate
309.52,43.62,92.64,24.34,high
200.47,0.92,118.38,25.27,high
402.27,19.97,32.51,0.9,normal
408.15,18.79,40.76,4.21,normal
463.04,1.11,117.51,20.17,high
369.31,18.02,49.38,2.76,low
400.14,18.57,77.13,11.74,moderate
407.91,11.28,52.66,2.3,normal
351.11,10.02,71.61,3.43,moderate
398.74,18.3,48.8,3.05,normal
346.5,10.78,83.29,11.2,moderate
364.35,10.84,40.71,4.19,low
478.44,48.46,105.11,22.79,high
412.29,27.04,81.66,1.77,moderate
295.8,47.13,117.16,29.07,high
372.48,13.66,33.15,7.64,low
376.26,15.57,53.71,0.14,low
460.13,0.67,98.08,25.11,high
406.37,11.96,51.41,2.13,normal
401.33,29.65,41.97,17.83,moderate
406.72,14.47,40.38,9.77,low
386.86,17.71,38.38,7.47,low
341.21,15.61,70.25,3.79,moderate
405.77,5.05,48.84,3.49,low
407.43,9.13,51.35,1.64,low
213.25,47.79,110.31,28.84,high
405.04,8.5,37.3,1.73,low
403.8,9.54,47.92,0.61,low
346.51,28.81,40.73,1.4,moderate
397.7,30.29,83.93,4.83,moderate
412.26,11.74,54.14,4.32,normal
352.16,28.95,45.85,11.05,moderate
377.62,16.52,51.83,4.84,low
350.27,26.66,48.43,15.75,moderate
401.29,14.38,48.62,4.83,normal
410.42,13.65,51.44,0.21,normal
472.46,48.24,97.79,23.04,high
414.21,12.8,43.9,4.79,normal
383.22,14.31,31.26,4.93,normal
348.4,14.36,44.4,10.62,moderate
392.38,5.52,47.16,2.99,low
367.78,10.97,49.62,6.94,low
362.73,12.57,60.82,1.25,low
402.25,9.13,67.08,0.45,low
288.85,44.38,90.8,25.76,high
383.66,16.69,36.1,5.34,low
223.72,1.72,103.38,29.63,high
408.11,12.9,36.09,3.59,normal
347.65,27.7,31.58,11.23,moderate
311.43,41.31,98.54,23.22,high
385.17,6.97,37.49,3.61,low
416.58,19.76,88.12,18.99,moderate
389.65,30.34,80.25,18.47,moderate
206.95,0.79,117.4,25.49,high
375.23,19.79,52.02,2.56,low
406.93,12.66,47.75,3.22,normal
462.19,47.79,97.88,21.07,high
382.96,17.51,84.8,14.78,moderate
407.29,7.08,47.3,2.06,low
382.69,15.15,47.95,4.09,normal
340.97,31.73,49.67,16.84,moderate
474.17,45.75,105.43,28.02,high
460.18,0.91,98.99,26.23,high
468.34,1.04,101.29,28.48,high
399.19,14.04,50.26,3.45,normal
244.49,1.28,119.96,28.12,high
352.14,11.39,83.01,15.74,moderate
395.61,15.16,46.04,2.65,normal
224.17,0.43,91.39,25.14,high
364.12,7.22,37.86,1.61,low
401.48,18.22,31.26,0.58,normal
414.1,25.22,42.28,18.23,moderate
415.42,19.46,56.81,4.23,normal
419.85,6.32,56.39,1.96,low
367.26,17.12,58.99,0.12,low
395.0,11.01,63.59,2.14,low
346.44,12.52,57.16,10.3,moderate
357.09,29.37,47.05,13.46,moderate
383.57,17.74,56.81,3.0,normal
381.81,28.32,35.79,19.5,moderate
381.78,17.99,58.29,5.39,low
413.36,13.7,42.43,1.42,normal
406.83,32.08,71.42,16.55,moderate
393.55,7.13,53.14,1.7,low
358.58,17.38,76.86,19.6,moderate
398.39,17.15,40.57,1.73,normal
417.53,16.13,56.03,1.8,normal
390.04,17.94,67.76,5.37,low
409.65,29.43,74.95,2.75,moderate
408.96,19.51,64.45,3.61,low
370.5,10.99,55.03,9.33,low
388.59,16.75,58.57,2.29,normal
398.87,13.52,56.39,2.84,normal
233.58,1.85,96.19,22.58,high
479.8,37.85,102.71,29.22,high
418.92,19.87,43.58,4.63,normal
342.9,33.22,55.27,19.65,moderate
403.31,15.7,62.85,9.49,low
384.95,10.99,51.08,4.86,normal
304.15,0.4,93.18,23.65,high
392.54,10.55,41.03,0.37,normal
408.22,15.41,39.33,2.9,normal
397.53,10.94,35.05,2.18,normal
404.59,34.02,36.33,17.86,moderate
414.55,16.09,41.49,4.92,normal
349.91,33.6,83.74,1.87,moderate
470.27,36.53,107.3,20.06,high
460.15,46.48,102.06,29.61,high
368.31,18.68,65.72,1.55,low
396.86,8.56,45.0,6.0,low
407.06,12.58,46.04,2.27,normal
379.31,13.3,69.87,4.5,low
343.28,31.14,47.89,10.76,moderate
380.45,25.33,35.73,18.1,moderate
398.41,7.16,48.16,8.83,low
397.71,9.89,37.0,7.56,low
367.8,12.91,51.37,2.61,low
472.08,49.28,102.79,24.6,high
402.72,14.51,40.81,3.24,normal
383.6,10.73,52.29,0.31,normal
466.62,1.72,115.8,26.2,high
414.31,12.69,50.92,0.59,normal
392.2,14.7,34.07,4.73,normal
395.54,11.58,36.26,3.59,normal
471.62,0.56,96.26,28.6,high
386.16,15.6,39.43,0.78,normal
479.67,42.66,108.88,29.05,high
391.34,29.83,82.38,15.51,moderate
475.57,1.19,99.34,28.51,high
391.5,19.62,74.74,14.26,moderate
473.87,1.23,99.92,25.84,high
384.72,8.18,68.08,0.11,low
345.71,29.85,52.4,12.3,moderate
413.46,17.18,45.98,2.18,normal
410.69,12.89,48.43,3.27,normal
478.19,36.1,105.79,21.49,high
392.55,5.47,45.71,0.88,low
353.69,16.6,75.56,15.45,moderate
322.65,0.52,112.6,27.2,high
297.3,1.0,103.06,29.8,high
344.12,29.84,77.26,2.42,moderate
319.31,39.68,104.66,21.69,high
416.88,13.42,41.68,2.28,normal
391.24,19.8,40.35,0.2,normal
476.68,44.14,108.06,26.91,high
350.75,34.81,42.13,2.04,moderate
345.03,10.61,81.56,11.94,moderate
351.08,13.08,76.68,0.44,moderate
403.86,13.29,58.84,3.61,normal
391.4,8.72,53.07,3.54,low
394.52,33.23,85.1,15.45,moderate
343.81,32.51,50.68,4.79,moderate
393.25,29.31,78.46,17.32,moderate
396.35,8.32,36.89,0.46,low
220.78,48.74,107.8,20.32,high
358.1,12.2,75.41,11.45,moderate
386.26,7.04,46.61,1.49,low
401.97,29.56,81.43,17.78,moderate
378.18,9.24,38.39,3.18,low
408.02,25.48,87.54,3.94,moderate
343.05,18.82,50.85,17.88,moderate
471.66,42.59,103.16,20.9,high
400.02,12.15,57.51,2.46,normal
397.63,17.72,45.58,2.92,normal
294.08,35.24,101.45,28.3,high
471.52,40.81,113.44,20.46,high
460.2,37.97,111.63,22.24,high
396.68,7.05,54.18,5.16,low
317.94,0.15,115.72,24.46,high
392.58,18.8,50.73,2.38,normal
465.08,0.25,105.75,27.05,high
346.99,10.48,81.76,3.61,moderate
404.7,11.12,31.18,4.55,normal
370.57,11.76,67.23,0.4,low
269.24,0.5,92.31,21.79,high
246.51,37.97,101.36,27.05,high
391.75,15.78,43.34,0.78,normal
380.35,17.68,83.83,13.73,moderate
406.13,15.16,60.87,2.61,low
392.27,14.34,77.75,19.1,moderate
397.5,19.77,72.51,15.75,moderate
412.76,10.47,67.18,5.6,low
389.45,12.34,35.56,0.56,normal
312.75,1.06,113.45,20.8,high
465.81,1.27,113.28,25.41,high
409.24,15.09,57.91,4.67,normal
478.39,40.42,108.34,26.9,high
351.61,16.28,78.97,2.54,moderate
383.94,25.09,71.56,10.6,moderate
229.38,47.58,91.05,24.67,high
392.85,11.94,48.87,0.44,normal
417.83,29.17,89.49,3.97,moderate
406.58,19.39,34.24,2.29,normal
343.92,13.24,89.65,17.16,moderate
385.15,16.48,82.42,18.72,moderate
383.56,31.03,72.06,16.75,moderate
389.96,10.8,40.68,7.43,low
400.39,18.65,79.92,18.79,moderate
392.44,12.71,30.17,3.86,normal
329.64,49.35,97.34,25.05,high
407.6,11.42,53.36,3.72,normal
387.4,12.87,57.1,3.29,normal
296.91,1.05,111.08,28.13,high
409.05,10.13,39.79,0.23,normal
410.78,7.7,44.24,5.79,low
383.35,15.74,30.07,4.36,normal
219.6,1.55,103.68,26.39,high
382.85,30.85,82.98,4.7,moderate
416.82,19.63,71.17,16.77,moderate
475.61,48.84,108.31,27.41,high
407.28,29.63,57.4,15.3,moderate
380.55,19.54,77.79,16.01,moderate
364.76,7.99,43.31,3.39,low
341.1,14.48,54.12,14.01,moderate
418.54,17.52,55.63,3.84,normal
